N E X T F L O W  ~  version 21.04.0-edge
Launching `/workdir/B5-Workflow-Earth-Observation/EO-01/workflow-dsl2.nf` [eo-experiment-r7-n14-e3] - revision: 95e4f03f65
[bb/3807d7] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19940827_20170808_01_T1)
[12/f89c65] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19861211_20170215_01_T1)
[05/259f1f] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20051004_20170113_01_T1)
[be/661e5f] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19980705_20171214_01_T1)
[18/8a4b79] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19980227_20180210_01_T1)
[6e/aded49] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20000904_20170210_01_T1)
[d4/f47dd5] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19930707_20180210_01_T1)
[44/293770] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20040424_20170121_01_T1)
[6c/568f50] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19850122_20171213_01_T1)
[b0/f1739a] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19900613_20180210_01_T1)
[70/5af15f] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19880725_20180112_01_T1)
[e7/fc09e9] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20010510_20180311_01_T1)
[0e/c58ddb] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19930621_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[97/8abbed] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19980721_20171207_01_T1)
[d6/55a2ee] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19900731_20180210_01_T1)
[a8/06671a] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20050817_20170113_01_T1)
[a2/965fe1] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19871011_20170210_01_T1)
[14/67851b] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20040822_20180310_01_T1)
[b6/ca2d1c] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20060108_20170111_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[b2/fa7efb] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19940608_20200408_01_T1)
[f6/39fbf4] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19911022_20180302_01_T1)
[4d/f4f665] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19850701_20171212_01_T1)
[8b/75ea32] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19861008_20170216_01_T1)
[18/65ce99] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20010830_20170907_01_T1)
[97/d0826c] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20030929_20170124_01_T1)
[e5/1fbf7e] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19840714_20171213_01_T1)
[d8/4e099a] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20050419_20180126_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[b1/2e3d51] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19871230_20171209_01_T1)
[49/655548] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20000328_20170212_01_T1)
[fc/39f163] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19861024_20170216_01_T1)
[c9/cd801b] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20020513_20161208_01_T1)
[8f/b06a54] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20040830_20170119_01_T1)
[f8/05206d] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20010502_20170205_01_T1)
[3c/716a29] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20050918_20170113_01_T1)
[b7/4d88df] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20010923_20170213_01_T1)
[69/0465bd] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19840425_20171213_01_T1)
[ec/5558c1] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_19991004_20170216_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[b8/c23ae4] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19910616_20170908_01_T1)
[7e/4e51bc] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19840511_20171213_01_T1)
[12/6d23d2] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20000616_20170211_01_T1)
[72/3c2b9b] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20011009_20170203_01_T1)
[b9/f80b60] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_19991207_20170215_01_T1)
[37/3f4a8a] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20001107_20170209_01_T1)
[52/c0bfe5] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19851106_20171213_01_T1)
[9d/81ed37] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19941030_20180210_01_T1)
[c6/7005d8] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20010110_20170208_01_T1)
[af/d600f2] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20010619_20170204_01_T1)
[e1/beacce] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19980603_20171214_01_T1)
[aa/e5638f] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19970803_20180210_01_T1)
[d9/eb6564] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19990113_20171215_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[0a/a42376] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20061007_20170108_01_T1)
[ae/2e97ae] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19870605_20180301_01_T1)
[74/18a993] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20060329_20170110_01_T1)
[27/d994cb] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19990606_20180210_01_T1)
[fa/c634d7] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20000312_20170213_01_T1)
[b6/728578] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19960613_20180210_01_T1)
[95/5f6476] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19950627_20180210_01_T1)
[89/dc9a4c] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20011110_20170213_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[d4/e5c899] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20050825_20180126_01_T1)
[f9/01212a] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20020630_20161207_01_T1)
[6a/bb150e] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20051028_20180123_01_T1)
[4c/c96b2f] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20050505_20180127_01_T1)
[55/676166] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20010915_20171214_01_T1)
[5b/3a46ab] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20020214_20170201_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[5b/bdccd8] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20020206_20180830_01_T1)
[10/dc9fac] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19920821_20180210_01_T1)
[7a/c0d932] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19880607_20170808_01_T1)
[32/e3b5ee] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19911107_20171214_01_T1)
[54/c4c1fd] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20000201_20180430_01_T1)
[e5/ef499a] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19910904_20171213_01_T1)
[6d/e24c0b] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19950915_20180210_01_T1)
[f9/4b4236] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19860330_20180210_01_T1)
[f6/edd40f] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20040814_20170119_01_T1)
[cf/564746] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19970616_20180210_01_T1)
[86/917e21] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19981110_20180302_01_T1)
[5f/aa6660] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20050630_20170114_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[ed/eaf593] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19980923_20171215_01_T1)
[b5/5669b5] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20031116_20170123_01_T1)
[d7/6ee96e] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19900816_20180210_01_T1)
[fc/8a0c68] Submitted process > preprocessing:preprocess (LT04_L1TP_180036_19900808_20170128_01_T1)
[11/201a03] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19901019_20180210_01_T1)
[de/799114] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19920602_20180302_01_T1)
[54/3ab483] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20010424_20180922_01_T1)
[14/529fe0] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20050326_20170115_01_T1)
[62/aff9eb] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20050419_20180124_01_T1)
[fc/0d0ee6] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20010211_20170206_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[0b/eae95b] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20021215_20170127_01_T1)
[91/761967] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20030524_20170125_01_T1)
[82/03abc1] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20001225_20170208_01_T1)
[7e/676840] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19950814_20180210_01_T1)
[15/8f07e9] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20000827_20171211_01_T1)
[ff/673ccb] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19980416_20180210_01_T1)
[2d/dd9b7c] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20050318_20180127_01_T1)
[98/c5d514] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20020302_20170131_01_T1)
[e6/0aec35] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19890423_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[c1/a088f7] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19921125_20180210_01_T1)
[c3/01ca77] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19860517_20170217_01_T1)
[c9/9eecb0] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19870808_20170211_01_T1)
[fd/80c278] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19920720_20180528_01_T1)
[d6/781d26] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20031007_20161203_01_T1)
[13/4119c1] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19980923_20180613_01_T1)
[5e/7d3acf] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20040315_20180310_01_T1)
[64/dac0d6] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19940624_20200430_01_T1)
[25/592bba] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19860805_20170217_01_T1)
[db/888f64] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20000803_20170210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[72/b8af6e] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20040627_20170120_01_T1)
[44/0fb84a] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20041220_20170117_01_T1)
[dd/168cca] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19950526_20180210_01_T1)
[aa/82d011] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20010907_20170203_01_T1)
[11/edf0a5] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19870605_20170212_01_T1)
[56/366786] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20050222_20170116_01_T1)
[dc/a67300] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19900309_20180210_01_T1)
[6a/8acdad] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19960410_20180210_01_T1)
[a0/ceafe9] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_19990817_20170217_01_T1)
[9f/5098a5] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20021231_20170213_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[ed/226a72] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20010126_20170207_01_T1)
[fe/5b7288] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19970328_20180210_01_T1)
[b7/77ceef] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20041102_20170118_01_T1)
[2d/129ea6] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20060711_20180310_01_T1)
[ee/481942] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19870707_20170212_01_T1)
[30/f1122a] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20000912_20171211_01_T1)
[91/1f3189] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20051105_20170112_01_T1)
[10/3980f1] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20010323_20180311_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[db/7b952d] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20030508_20170125_01_T1)
[08/24604a] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19970718_20180210_01_T1)
[a9/cfc005] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19940710_20180210_01_T1)
[01/7e8543] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19870723_20180210_01_T1)
[d5/bc02c5] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20020724_20170128_01_T1)
[ce/684456] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19910702_20171209_01_T1)
[6f/fc6e85] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19890525_20180613_01_T1)
[29/14d533] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20010729_20170907_01_T1)
[bd/dc4e8c] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20000413_20170212_01_T1)
[85/b60dc1] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20020505_20170213_01_T1)
[fd/a0e7ec] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20001006_20170209_01_T1)
[36/be3d3b] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19971006_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[4f/10618b] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19960426_20180210_01_T1)
[78/d1ab21] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20050724_20180126_01_T1)
[5c/755b92] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19881013_20180525_01_T1)
[7b/cfe807] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19861125_20170215_01_T1)
[86/85795d] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20030804_20161205_01_T1)
[ae/107406] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_19840612_20170220_01_T1)
[40/2e46e1] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20020614_20161208_01_T1)
[37/b80a3d] Submitted process > preprocessing:preprocess (LE07_L1TP_180036_20050902_20170113_01_T1)
[1f/12a5a6] Submitted process > preprocessing:preprocess (LT05_L1TP_180036_20000217_20171214_01_T1)
